"ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
28880,128,27314,52,0.8098053512,0.9774614452,23525,0.8943366372,0,0,11.3,8.7,0
28881,36,8881,14,0.954248366,0.9514831574,2231,0.9795918367,80,130,3.7,1.7,0
28882,40,29736,21,0.7491791228,0.7442130197,2522,0.806745338,208,24644,14.7,10,0
28883,0,1534,2,0.8412698413,0.1428571429,5033,0.1547024059,358,16998,2.7,2.3,0
28884,350,27164,44,0.7257305827,1,4205,1,333,16667,12.3,10,0
28885,229,37310,100,0.7254782193,0.9972222222,4228,0.7404014213,559,907,6.3,2.7,0
28886,88,37235,38,0.6226882263,0.9785992374,2794,0.6204171563,0,0,5,2.7,0
28887,305,91893,165,0.7305990808,1,9906,0.985254116,86,140,21.3,5.3,0
28888,120,27447,57,0.8111463472,0.9984848485,2419,1,12,20,7.3,5.3,0
28889,2,1616,2,0.9215686275,0.5882352941,44066,0.7552543905,700,42103,19.3,5.3,0
28890,5,18355,12,0.7471395881,0.6887871854,7631,0.4129501296,0,0,1.7,1,0
28891,72,22390,35,0.7027189385,0.9527742545,13686,0.5842487255,0,0,12.7,3.7,0
28892,14,5209,8,0.7866402116,0.9576719577,12053,0.7257934211,1,2629,6.7,3.7,0
28893,278,24509,48,0.8182716406,1,10864,1,1524,68041,18,5,0
28894,24,28461,19,0.6677607744,0.9027439643,2150,0.9402097902,2220,3600,3.3,1.3,0
28895,267,11142,22,0.4586690594,0.9937106918,9817,0.8032349429,551,11444,8,5,0
28896,2,1327,1,0.5833333333,0.375,814,0.0555555556,19257,31227,9.7,8,0
28897,64,29411,34,0.6469976937,0.6287542393,639,1,0,0,3,2,0
28898,18,21071,15,0.7716296279,0.9154142901,6039,0.9106195037,0,0,7,3,0
28899,9,3763,4,0.6653594771,0.7130718954,6513,0.8644342696,1551,45561,5,4,0
28900,15,7263,11,0.6187895212,0.7881867455,24500,0.4710973935,296,480,6,2.7,0
28901,96,45784,68,0.6882528095,0.9974937343,3025,1,34,2638,16,9,0
28902,19,15402,29,0.6711497591,0.9174551313,3124,0.9811320755,0,0,7.3,4.7,0
28903,14,8855,7,0.7585277585,0.4012474012,3050,0.2935109022,817,27459,3.3,2.3,0
28904,65,23135,48,0.832479613,0.9963369963,1583,1,12,20,7.3,4,0
28905,200,50393,85,0.7427872754,0.989164863,1978,0.4462609348,12,20,5,2.7,0
28906,383,33866,55,0.7883760166,0.992527139,1975,0.6396103896,16,3786,13,4.7,0
28907,18,5648,4,0.6498168498,0.8974358974,1208,0.5795454545,100,11153,4,3,0
28908,185,15182,45,0.7780547995,0.8084382331,8259,0.7749252225,1431,36528,9.7,6,0
28909,70,42450,111,0.7262038193,0.9842280401,3108,0.9393939394,2161,50355,4.7,3.3,0
28910,31,7696,6,0.8062724014,0.9462365591,625,0.9,502,11717,4.3,2.3,0
28911,16,19280,22,0.804162851,1,828,1,0,0,5.3,3,0
28912,48,50283,35,0.8063115733,0.9330931399,14633,0.8135118961,0,0,7,3.7,0
28913,13,29925,14,0.5847763348,0.5891053391,5028,0.4060297203,95,16960,8.7,5,0
28914,0,1538,2,0.9,0.7,403,0.6,2761,33333,1.7,2.3,0
28915,24,28383,16,0.7515269656,1,11842,0.9895735524,224,363,12.7,8.7,0
28916,106,18997,39,0.8062202123,0.9959839357,4972,0.9846235419,0,0,5.3,2.3,0
28917,6,20686,7,0.7797619048,0.9126984127,13042,0.870290582,74,120,2.3,1.7,0
28918,28,24185,24,0.8015945219,1,2069,1,0,0,8,5.3,0
28919,37,25540,15,0.6140788017,1,1431,0.8296296296,12,3716,7.7,5,0
28920,465,26820,57,0.8720271922,1,2506,0.8745822891,30,8357,13,6.7,0
28921,12,19162,12,0.8027149321,0.9852564103,1733,0.9222222222,0,0,4.7,4.3,0
28922,247,29820,44,0.7827099632,0.8848664547,3494,0.8062603648,0,0,9.3,7.3,0
28923,66,29154,27,0.8466815013,0.7157276368,6528,0.6143149883,0,0,4,4,0
28924,53,48373,16,0.6863575939,1,4431,0.9959349593,0,0,10,6.3,0
28925,0,318,2,0.8523809524,1,1261,0.2856587757,1371,58297,8.3,5.3,0
28926,49,10660,22,0.6785460236,0.9949494949,14747,1,0,0,8.7,1,0
28927,32,41784,43,0.7596030946,0.9971988796,25153,0.9990196078,16,14096,14.3,11,0
28928,139,30352,64,0.7687118237,0.9979550102,2414,1,231,2401,6,4.7,0
28929,65,10257,9,0.7211665065,0.7445108715,12847,0.8211255981,59,4632,7,4.7,0
28930,189,47759,99,0.659174468,0.9993883792,1053,1,0,0,13.7,6,0
28931,143,48433,146,0.7951195982,1,1872,0.8959276018,0,0,9.3,7,0
28932,11,19189,8,0.7141065831,0.6209195402,997,0.73003663,1085,17463,3.7,2,0
28933,37,53728,24,0.7852642276,0.7611178862,10047,0.8129479495,4,6,10.3,1.7,0
28934,79,30905,36,0.6656359724,0.9877109525,1306,0.6318145068,19,30,9.7,1.7,0
28935,169,25129,151,0.7581148049,0.9918192405,711,0.7633188068,1,2820,3.3,2,0
28936,6,20096,12,0.7456424079,0.5954627134,30228,0.4216370861,328,532,16.7,3,0
28937,150,975,55,0.6982758621,0.9971264368,1653,1,888,23772,2,1.7,0
28938,30,50054,34,0.7352372099,0.5772809818,4133,0.7932645857,822,34457,5,2.7,0
28939,144,37192,28,0.695643577,0.8163668835,7756,0.6669983416,25,40,11.3,2.3,0
28940,10,16499,26,0.6896892463,0.9140000261,20800,0.7948235772,0,0,11,4.7,0
28941,494,190035,198,0.7590704338,0.9966181031,16189,0.9959839357,2056,3334,20.7,17,0
28942,117,71600,57,0.8327359618,0.9911389885,3386,0.7513919414,0,0,3,2,0
28943,116,33753,58,0.9047017544,0.995476874,12594,0.9579048503,0,0,9.3,6,0
28944,71,26370,51,0.8118958605,0.9840028189,2767,0.3111471861,0,0,8.3,4.3,0
28945,190,51762,110,0.7155453097,0.9989583333,292,1,0,0,15.7,7,0
28946,0,1340,0,0.5,1,1163,0.9097222222,301,13153,0.7,0.3,0
28947,26,23963,37,0.7320842572,1,20692,0.9738917059,0,0,7,2.7,0
28948,112,60185,94,0.7504028262,0.864311159,3456,0.8941197691,0,0,1.7,0.7,0
28949,93,33026,49,0.8449363538,0.9080970874,4658,0.9519536719,0,0,10,7,0
28950,0,436,0,1,1,92,1,517,39866,6.3,4.3,0
28951,184,35034,38,0.8883066309,0.9889624724,3900,0.6122002431,0,0,10,4,0
28952,102,20027,30,0.7201826795,1,258,0.75,0,0,5.3,2.3,0
28953,61,41431,33,0.9060873249,0.8625850132,2161,0.7376262626,0,0,2.7,1,0
28954,33,44412,27,0.7886469739,0.9753246753,6544,0.93587288,0,0,6,3.3,0
28955,52,10511,31,0.7320520194,0.9761884819,15350,0.893280131,2,4,7,3,0
28956,5,2425,4,0.3708791209,0.9871794872,50,1,1113,49025,1.7,1,0
28957,0,185,1,0.5,1,550,0.75,539,23615,1.7,1.3,0
28958,57,28331,27,0.7573643171,0.9072244025,7825,0.5905605208,981,35012,13.7,10.3,0
28959,0,0,0,0,0,5433,1,1958,38556,4.3,2.3,0
28960,357,41135,29,0.6940340943,1,14936,1,99,160,17.7,4.3,0
28961,764,39567,68,0.7667231617,0.9984567901,3247,1,0,0,24,3.7,0
28962,79,53143,109,0.8116925552,0.9948849105,9122,0.9859509021,0,0,10,5,0
28963,45,23322,27,0.6984982654,0.9363655531,8712,0.9203039915,0,0,7.7,4,0
28964,11,14989,9,0.7512955182,1,5744,1,14,14413,10.3,5.7,0
28965,1,1856,1,0.3666666667,0.9,11475,0.5056732955,1615,37361,6.3,4.7,0
28966,9,8083,6,0.809131382,0.8566354078,1914,0.5551892552,1880,35395,4.3,2.3,0
28967,194,13522,17,0.8457711443,0.9975124378,6464,0.9331827593,191,309,5,2.3,0
28968,96,35293,64,0.8669130662,0.9282922458,744,0.4968253968,0,0,13,6,0
28969,123,40020,27,0.680084623,0.9027531444,6353,0.4800462876,509,826,13.7,6,0
28970,251,55775,293,0.7790985649,0.997342445,3036,1,0,0,9,4.3,0
28971,5,14784,13,0.5967741935,0.9507168459,2506,0.8858225686,0,0,4.7,3.3,0
28972,172,58147,25,0.7497203692,0.8592655481,15275,0.9157579355,93,150,13,6,0
28973,0,0,0,0,0,0,0,1490,38890,2.3,2,0
28974,74,46830,42,0.7465554909,0.9965095986,14975,0.8530094209,174,10844,11.7,4.7,0
28975,9,3859,9,0.5995475113,0.9547511312,6203,0.9735433071,837,15404,2,1.3,0
28976,174,36036,118,0.7930293229,0.8852385385,10933,0.7468989013,0,0,10.3,6.3,0
28977,0,817,1,1,0,63,1,628,15833,1.7,1.3,0
28978,80,36021,34,0.6963494775,0.9102772933,644,0.719047619,340,551,10.3,6.3,0
28979,94,21366,27,0.7851963164,0.9729485979,20742,0.6822450283,256,18359,13.7,7.3,0
28980,271,35598,32,0.729215417,1,3303,1,0,0,11.7,4,0
28981,28,17658,19,0.7771775728,0.9862758015,2622,0.9555555556,5306,48001,8,5.3,0
28982,165,67102,113,0.7948164858,0.9868365852,14289,0.9837896338,0,0,19.7,8,0
28983,3,8358,4,0.6402116402,0.6878306878,13411,0.6228632479,169,21420,5,3,0
28984,37,20715,31,0.7758537759,0.9434824435,600,1,0,0,1.7,1.3,0
28985,11,20818,15,0.6636799843,0.7112384123,4844,0.551553738,0,0,3,2,0
28986,86,3329,6,0.8293650794,0.9880952381,2798,0.9779534475,1127,30402,5,4.7,0
28987,23,21152,47,0.7460378711,0.9967948718,22541,1,1085,1760,13.7,7.3,0
28988,31,29676,22,0.727460336,0.9338934098,6772,0.8237244634,0,0,6.7,5.7,0
28989,66,26679,32,0.7060906295,1,6228,1,26,10982,9.3,4.3,0
28990,7,18499,10,0.8019306541,0.6256895193,1150,0.4908424908,1,843,1.3,0.7,0
28991,115,33324,107,0.7739298739,1,5914,0.9950980392,0,0,5.3,3,0
28992,1370,52535,126,0.6835150585,0.9982550733,1294,0.4832451499,0,0,14.7,5.7,0
28993,3,4384,4,0.8653846154,1,1761,0.9063492063,925,21822,3.3,2.7,0
28994,5,11335,7,0.7674177674,0.8531468531,681,0.6547619048,1318,12667,1.7,1.3,0
28995,297,20419,32,0.790201803,0.9878896492,1433,0.3748538012,0,0,5,3,0
28996,139,28718,55,0.7830759787,0.9850505807,3097,0.9281842818,4095,6640,10.7,5.3,0
28997,83,32595,26,0.7171509568,0.9482459249,7944,0.9387484492,25,40,4.3,1.7,0
28998,21,26873,19,0.6329344218,0.4337157524,8881,0.562594773,136,220,3.7,1.3,0
28999,12,28252,26,0.8514035792,0.774561521,3144,0.6865466367,12,20,4.7,2.3,0
29000,108,149050,162,0.7015705335,0.9648068244,28311,0.5979825791,12,20,22.3,6,0
29001,225,17718,25,0.6986597831,0.9725140056,3476,0.990990991,62,10527,10.3,5.3,0
29002,89,27149,27,0.7124463002,1,7317,0.6753747795,0,0,12,3.7,0
29003,204,34493,137,0.753328778,0.9622324855,4842,0.8952171638,0,0,5.7,3,0
29004,311,48174,56,0.7089543325,0.9816677482,1669,0.9565217391,0,0,23.7,5.7,0
29005,24,14631,30,0.5238096596,0.7267291151,8556,0.908122981,3511,70075,12.3,2.7,0
29006,182,30635,57,0.7743249123,0.8835723269,4188,0.8766692022,4722,32778,4.7,2.7,0
29007,35,30877,24,0.7334345648,1,6858,0.9563235379,0,0,4,2.7,0
29008,466,185692,347,0.7750231186,0.7541466954,8844,0.7249312328,0,0,2,1.3,0
29009,6,5185,4,0.9298245614,0.6844763424,183,0.5,6944,106444,3,1.3,0
29010,7,10439,16,0.7669503546,0.8997163121,15261,0.7334991626,633,50351,18.3,6.3,0
29011,68,38988,52,0.7047971889,0.9097280574,6167,0.9485700092,767,1243,8.3,4.3,0
29012,475,38714,58,0.72556441,0.9983974359,1078,0.8134920635,0,0,7.7,4.3,0
29013,149,30954,107,0.7603661989,0.9887205387,7818,0.9251523771,0,0,11.7,8,0
29014,77,21836,65,0.8384859207,0.9964912281,3122,0.9674837377,1696,2750,4,1.7,0
29015,488,34757,33,0.6387441292,1,3172,1,305,143,5.7,4.7,0
29016,0,0,0,0,0,0,0,3448,76174,4,1,0
29017,24,21915,38,0.693312864,0.9161412385,9197,0.7396828808,0,0,5,2.3,0
29018,354,28070,19,0.7286382623,1,2244,0.8476190476,235,6171,11.3,5.3,0
29019,67,40985,40,0.7147208884,1,2583,1,37,60,17.7,8,0
29020,75,39730,61,0.6953628781,0.9808372453,2203,1,0,0,4.3,3.3,0
29021,15,7050,4,0.4487179487,0.6007326007,10686,0.3998961373,144,11626,6,2.3,0
29022,18,19866,10,0.8024691358,0.9475308642,8803,0.8077741756,3064,27569,6,4,0
29023,47,14681,26,0.5909343434,0.9933333333,163,1,962,1560,6,3,0
29024,0,120,0,0,1,229,1,10527,154788,5.7,2,0
29025,80,34682,24,0.6956461031,0.9834983498,2358,0.9444444444,641,83169,6,5,0
29026,234,19561,30,0.6347498491,1,2556,1,27,3640,10.7,6.3,0
29027,46,13175,18,0.7388528139,0.9888888889,5500,0.818681836,0,0,3.7,2.7,0
29028,73,67269,25,0.8098203167,0.7754254878,8483,0.4695854911,286,22425,8.3,5.3,0
29029,13,23219,10,0.7459045584,0.629985755,4225,0.3798637942,12,20,5.7,2.3,0
29030,27,24486,12,0.6660382102,1,5819,1,128,207,1.7,1,0
29031,117,107682,48,0.7508957306,0.7771175741,8367,0.7373237261,691,16667,6.7,2.7,0
29032,27,29802,12,0.7612121212,0.7383838384,11914,0.5443801265,0,0,7.3,5.3,0
29033,3,1594,7,0.7924793259,1,247,0.9166666667,3149,36893,2,1.3,0
29034,5,17284,11,0.6275765554,0.8346260585,15199,0.7564915156,2,14493,8.3,4.3,0
29035,4,9532,8,0.7221628045,0.7902554961,20750,0.6824825209,0,0,13,2.7,0
29036,7,26142,9,0.7035899186,0.3323661603,2947,0.3780332056,0,0,4.3,2.7,0
29037,4,3559,4,0.8207671958,0.7685185185,12478,0.6885358851,283,12358,7,5,0
29038,23,12671,9,0.8075955159,1,100,1,582,943,6,3.3,0
29039,0,1700,0,1,1,300,1,492,36557,3.3,3,0
29040,426,37170,143,0.7402556071,0.9948862994,2583,0.9625563063,25,40,6.7,3,0
29041,71,27986,42,0.8002521881,1,1094,0.4259044162,0,0,10.7,7.7,0
29042,82,51280,94,0.7753407352,0.9814950784,6275,0.5803132966,0,0,8.3,5.3,0
29043,11,11681,25,0.6374522805,0.9578059072,15177,0.985915493,2,6380,6,3.3,0
29044,83,28364,47,0.8110375185,0.9740924356,3867,0.9345238095,565,917,8.3,4.7,0
29045,19,6820,11,0.5828399828,0.8226655227,2533,0.7281746032,5665,63982,7,3.7,0
29046,563,66972,283,0.7646778285,0.9982795699,8839,0.9509771892,0,0,7.7,4,0
29047,479,61681,151,0.6954455967,0.974159706,3739,0.8960287357,0,0,7.7,5,0
29048,20,27941,10,0.7601953602,0.9841269841,1097,0.9,44,13680,8.3,3.7,0
29049,18,12816,6,0.7368110816,0.8799489144,2611,0.7751591916,509,8556,4.7,3,0
29050,17,33047,28,0.7388121064,0.6863452225,1469,0.5060344828,3079,105000,3,2,0
29051,24,18538,14,0.7151260504,0.8100840336,5603,0.4592592593,0,0,2.7,2,0
29052,186,27306,27,0.7327935223,0.7615384615,1571,0.3438596491,26,8883,7.3,3.3,0
29053,145,6895,7,0.8246498599,1,1039,0.5464912281,503,30690,5,2.7,0
29054,31,15901,11,0.794661335,1,9128,0.9867131426,171,11112,2.7,2.3,0
29055,8,15614,13,0.7871345029,0.9343915344,2681,0.7569444444,9275,15040,6,2.3,0
29056,95,16790,16,0.8277777778,0.8037037037,3156,0.4631363805,1473,20542,4,2.7,0
29057,19,16663,15,0.6627195146,0.7558202218,14167,0.6340025359,0,0,9,5.7,0
29058,16,25652,35,0.6483190883,0.7922763533,11814,0.6615124481,0,0,6,2,0
29059,66,35796,15,0.7696969697,1,8767,1,0,0,9.7,5.3,0
29060,37,31418,31,0.7159887398,0.9827219073,1878,0.6762360447,0,0,6.7,2.7,0
29061,238,35367,153,0.6911247603,0.9993804213,3058,1,0,0,7,6.3,0
29062,47,16389,67,0.7756493387,1,703,1,0,0,1.3,1.3,0
29063,5,3302,5,0.7674603175,0.569047619,2661,0.8745173745,2928,25764,2.7,1.7,0
29064,106,31167,31,0.7791025004,0.782911078,2475,0.2767722474,465,8704,7.7,5.7,0
29065,433,75323,107,0.7919430905,0.9819248779,56514,0.9304288661,0,0,21.3,10,0
29066,0,0,0,0,0,1178,0.873015873,430,30929,7,2.7,0
29067,268,20055,38,0.6353135314,0.89779978,4717,0.5762447429,1,1729,7,3,0
29068,5,3621,4,0.7142857143,0.9583333333,880,0.5882352941,1108,31343,2.3,2.3,0
29069,168,49101,55,0.6425841417,1,311,1,160,260,10,5.7,0
29070,7,5596,13,0.6902215186,0.9929078014,2300,1,1556,33515,5.3,4.7,0
29071,27,20587,40,0.9196908393,0.9855275444,1958,0.6122598162,265,8623,5.3,3.7,0
29072,13,16448,11,0.7514100093,0.855250946,1828,0.7428571429,564,17712,4,3.3,0
29073,47,26558,42,0.761341674,0.8980197144,1006,0.7666666667,543,880,4.7,4.3,0
29074,30,19426,19,0.7645225136,0.992248062,922,0.6164021164,851,1380,6.7,3,0
29075,47,5784,10,0.3271794872,0.8676923077,1797,0.8257575758,1571,27792,2.3,1.7,0
29076,8,11087,10,0.768627451,0.9603921569,16522,0.5709492031,0,0,3.7,1.3,0
29077,299,22672,125,0.8069712419,0.9954068241,1206,0.3048484848,0,0,7,3.7,0
29078,78,23090,131,0.8218414735,0.4977744998,6678,0.2780143157,1689,14864,11.3,7.7,0
29079,0,182,0,1,1,1067,1,549,27537,2.3,0.7,0
29080,174,34912,121,0.7958886797,1,1269,0.5685757834,4076,67374,6.7,4.7,0
29081,298,24299,40,0.8119115806,0.9923192488,5689,0.8492119304,93,150,4,2.3,0
29082,0,959,3,0.6,1,696,0.8076923077,771,27517,4.7,3,0
29083,109,23621,33,0.7557866704,0.968569747,1761,0.7103174603,1,3098,8.7,5,0
29084,25,11851,6,0.9292929293,0.7992424242,861,0.5555555556,518,840,2,1.7,0
29085,10,9942,6,0.8629500581,0.9674796748,5500,0.9833333333,5,17050,1.7,1.3,0
29086,10,13122,13,0.6109090909,0.9543434343,23172,0.7416229766,628,37444,9,6.3,0
29087,25,36956,35,0.8698009068,0.9624756335,4247,0.9677538918,6,10,2.3,1.3,0
29088,39,36962,36,0.6948614257,0.9320493889,1389,0.2785714286,1,0,3.7,1.3,0
29089,96,25473,53,0.7631204143,0.762286002,2433,0.8733766234,10170,150308,8.3,4.3,0
29090,57,20768,11,0.6822742475,0.8769973987,13383,0.8032546594,0,0,7,2.3,0
29091,76,23886,33,0.8944305207,0.9538011696,806,0.9494047619,2515,53400,1.3,1.3,0
29092,60,40405,8,0.7021072797,0.4554597701,1556,0.4514285714,111,180,2.3,2,0
29093,3,7819,2,0.8333333333,1,3717,1,358,28732,2.3,2,0
29094,37,82663,39,0.767288543,0.577189958,1406,0.2407407407,0,0,7,3.7,0
29095,76,19279,41,0.6192881193,0.9978354978,1308,1,0,0,3.7,2.3,0
29096,368,27430,64,0.7820126966,1,4531,1,0,0,8.3,3.7,0
29097,59,20956,47,0.7804698972,0.9634116495,2786,0.9220726234,24,5411,7.7,3.7,0
29098,35,11687,10,0.624733248,0.8978873239,1936,0.5948372615,2051,84172,8.7,4.7,0
29099,14,21769,21,0.7801867414,1,1417,1,0,0,8.3,5.7,0
29100,167,20522,28,0.7497368868,1,10336,1,0,0,8.3,6,0
29101,32,8440,19,0.7934259911,0.9829931973,186,1,88,4885,3,1.7,0
29102,641,33351,89,0.7327953442,0.9985815603,329,1,0,0,15.3,4,0
29103,25,22470,35,0.7700845372,0.5376257746,7656,0.5311137275,100,44374,14.3,8.3,0
29104,237,25417,69,0.7510528432,0.9985538684,3900,1,9,1667,9,6.3,0
29105,195,40499,44,0.7374559685,0.9911928735,1917,0.7795698925,222,17908,14.7,6.3,0
29106,65,18895,26,0.7317311332,0.9786688733,3103,0.9279279279,2599,88930,7.3,6.3,0
29107,26,2385,11,0.7913165266,0.9880952381,1084,0.5011695906,536,25894,7,5,0
29108,7,5812,3,0.6793650794,0.9555555556,464,0.9393939394,376,27505,10.3,3.3,0
29109,7,526,8,0.6723092999,1,707,1,626,14636,1.7,2,0
29110,0,0,0,0,0,254,1,1483,38717,2.7,2.3,0
29111,142,25079,76,0.7595106338,0.9930875576,1346,0.4640151515,0,0,5.3,3,0
29112,57,23045,19,0.7532328112,0.9449812131,2056,0.7354711331,0,0,8.7,2.7,0
29113,2,11286,7,0.7798835625,0.6554564598,18539,0.9435366389,0,0,4.3,2,0
29114,430,37341,105,0.6709237766,0.9974842767,2306,0.8431372549,0,0,15,3.3,0
29115,271,56887,60,0.7731518979,0.7740528687,20583,0.6389603583,2,1237,12,3.3,0
29116,12,4817,4,0.5945165945,0.8077922078,2117,0.6241294937,333,18982,4.7,3.7,0
29117,147,9575,16,0.8881549485,0.9961685824,6294,1,125,4187,8,3.3,0
29118,27,26607,12,0.7860766046,1,279,1,0,0,5.3,4,0
29119,3,3847,3,0.5384615385,0.9743589744,13350,0.3093265571,0,0,5.7,2.7,0
29120,9,2307,1,0.9333333333,0.9333333333,6725,0.6406552095,3394,36667,3.3,2.3,0
29121,78,68479,126,0.9368905486,0.968097199,19192,0.9532269727,13635,22111,16.3,9.3,0
29122,26,19384,31,0.6593637571,1,7533,0.8672191648,0,0,7,2.7,0
29123,70,25273,42,0.7108122299,1,6606,1,25,40,6.7,4,0
29124,4,2801,4,0.7685185185,0.6111111111,4638,0.5678210678,109,9240,4,1.7,0
29125,206,59962,170,0.8212315943,0.9957883769,3631,0.9769016328,688,11171,8.3,4.3,0
29126,120,37848,138,0.7298325527,0.9986310746,11300,1,98,874,6.7,3.3,0
29127,6,2417,3,1,1,0,0,1165,56419,5.7,2.3,0
29128,2,5992,4,0.751984127,0.5145502646,439,0.703030303,340,40125,5.7,2.7,0
29129,93,23594,35,0.6748185402,1,5911,0.9383510135,1084,31091,6.3,4.7,0
29130,10,23339,26,0.8553697246,0.7537044135,10825,0.3343864077,1044,45126,11.3,8.7,0
29131,106,25566,38,0.8048686798,0.98957902,8067,0.8297288707,19,30,10.3,3.7,0
29132,80,22701,40,0.734664637,1,11756,1,1,3216,10.7,3.3,0
29133,133,75022,50,0.7670452328,0.9838426414,36437,0.9743218645,2056,3334,18.7,8.7,0
29134,135,13114,7,0.4985602633,0.9349376114,7758,0.4812662544,33,19806,10,3,0
29135,90,5476,32,0.6649648034,0.9824239931,1936,0.9833333333,381,16667,2.3,1.7,0
29136,7,4739,6,0.95,0.8333333333,92,1,578,26801,3.7,2.7,0
29137,182,72523,93,0.7722348607,0.9923863791,4058,0.9493243243,0,0,11.3,3.3,0
29138,26,31611,13,0.794988345,0.6011217949,3339,0.5076646381,0,0,3.7,2.7,0
29139,0,3298,3,0.8042328042,0.8201058201,403,0.2444444444,729,23155,2.3,2,0
29140,21,21452,15,0.8110870611,1,658,1,0,0,8,5,0
29141,404,102705,101,0.7673813057,0.9582803376,3464,0.3424501425,0,0,3.7,1.7,0
29142,0,0,0,0,0,0,0,700,22222,1.3,1.3,0
29143,89,17620,41,0.899954811,0.9694926973,3444,0.9258630447,76,21824,8,6,0
29144,190,22769,37,0.7437319785,0.9980276134,12447,0.9820888629,0,0,10,9,0
29145,0,0,0,0,0,325,0,155,33334,1.3,1.3,0
29146,10,2195,1,0.6666666667,1,2831,0.9581051479,602,29341,5.3,2,0
29147,808,31014,49,0.7410002589,0.9906367041,2714,0.8970588235,6037,109860,3,3,0
29148,24,35705,30,0.7706151147,0.9808533514,6664,0.8328558696,0,0,8.3,2.3,0
29149,393,28323,72,0.6264625447,0.9935311384,2783,0.8101410288,285,24343,15.7,11,0
29150,189,63606,33,0.7276972625,0.8120772947,46,1,12,20,7.7,4.7,0
29151,58,23420,33,0.7001792228,0.9624085523,9091,0.9073586424,25,40,14.7,6.3,0
29152,27,23098,22,0.963002745,0.9805466046,2917,0.9575757576,0,0,8.7,6.3,0
29153,2,3060,2,0.6547619048,0.9333333333,8003,0.7226310726,1703,32900,5,3.7,0
29154,97,64515,99,0.7894141704,0.9930692186,13564,0.760730049,0,0,19,8,0
29155,10,39504,24,0.7731286959,0.9844965764,5397,0.4610136452,0,0,6,3.3,0
29156,8,5231,5,0.6551282051,0.7230769231,219,0.2916666667,6128,50050,2.7,1.3,0
29157,2,2824,2,0.8424242424,0.9333333333,21103,0.7587488708,111,180,14,2,0
29158,402,27071,258,0.7585284384,0.9996207812,1922,0.9317988065,0,0,4,2.7,0
29159,56,56862,32,0.7250005338,0.7600753645,25650,0.0974860178,45,73,10.7,3.7,0
29160,253,38577,32,0.7606487645,0.9842581661,12455,0.8721963863,2898,106696,22.3,7,0
29161,7,5778,8,0.7894179894,0.7534391534,3691,0.8838472456,1429,35280,4.3,4.3,0
29162,224,53625,45,0.7173462744,0.9703298744,5631,0.7166057715,0,0,8.7,5,0
29163,1,3209,2,0.4666666667,0.45,779,0.2666666667,4887,43432,2,2,0
29164,172,41716,110,0.8059791132,0.9900030134,12939,0.7945810872,187,11472,15.3,8.3,0
29165,150,24301,42,0.7166514042,1,2833,0.9375453885,630,1021,14.7,6.3,0
29166,114,19424,17,0.8870289855,1,22369,0.9992119779,1,16687,1.3,1,0
29167,369,34009,153,0.7455551239,1,9128,0.9983079526,0,0,17,2.7,0
29168,86,41270,47,0.7509395425,0.9909722222,2372,0.9938271605,0,0,9.3,4.3,0
29169,67,4408,4,0.7124183007,1,243,1,465,17517,5.3,4.3,0
29170,20,11381,4,0.9203431373,0.8799019608,1406,0.3896103896,370,17257,3.7,2.3,0
29171,141,64574,55,0.8208920738,1,18050,0.9988221437,25,40,14.7,7.7,0
29172,34,20832,19,0.6984067901,0.9055992143,3231,0.8481581312,2443,43647,4.7,4,0
29173,25,13124,17,0.670992714,0.9821428571,7792,0.9858686617,1650,34462,6.3,5,0
29174,53,27575,9,0.8518444996,0.9615384615,1883,0.9601731602,0,0,2.7,1,0
29175,20,22255,33,0.7506678451,1,717,1,12,20,6.7,3.3,0
29176,66,23450,32,0.7555604118,0.956402972,10831,0.845878398,0,0,5.3,2,0
29177,516,24756,80,0.7668014224,1,3547,0.9345238095,199,9171,3.3,2,0
29178,202,40046,73,0.7963835714,1,1267,0.9898989899,0,0,19.3,7,0
29179,3,5160,4,0.5952380952,0.6785714286,2703,0.4047619048,2584,18373,2.3,2,0
29180,65,10389,8,0.6152046784,0.9898989899,10600,0.513206501,1,10773,7.3,2.3,0
29181,348,29075,51,0.7646529017,0.9739382239,811,1,222,360,4.7,2,0
29182,46,14659,41,0.7126897291,0.7665040738,939,1,0,0,2.7,1,0
29183,4,3095,3,0.7898027898,0.6156806157,18519,0.5785060978,546,886,7,3,0
29184,62,21961,32,0.6247578975,0.9830361317,1800,0.5526570048,0,0,7.7,4.7,0
29185,202,18642,17,0.6108718538,0.9821470519,1703,0.6630639098,654,1060,6.7,4,0
29186,64,53698,42,0.8625839519,0.96352657,13003,0.9967304625,74,25380,11.7,6,0
29187,83,13237,15,0.7947712418,0.9339869281,3656,0.4417445734,793,27893,6.3,4.3,0
29188,10,4454,3,0.9375,1,642,1,429,20556,1.7,1.3,0
29189,22,19665,16,0.6937106703,0.9929078014,15525,0.9983416252,12,20,2,1,0
29190,11,602,1,0.6666666667,1,162,1,1732,37685,2,1.7,0
29191,31,43688,28,0.7001721011,0.8436974423,2747,0.5240394849,0,0,9,2.3,0
29192,372,29409,119,0.7760921405,0.8926977068,16050,0.5721129971,0,0,13.3,7,0
29193,13,21725,21,0.7858758522,0.8451635702,12411,0.6955411162,0,0,7,4.7,0
