"ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
2619,111,60472,26,0.835295309,0.5237082606,2319,0.6227098572,0,0,7.7,4,0
2620,122,78908,53,0.8151038779,0.9957016978,12672,0.9519393136,0,0,14.3,8.7,0
2621,246,73163,113,0.8133878298,0.931610405,6186,0.9185367447,25,40,3.7,1.7,0
2622,258,51021,123,0.6827122589,0.9991582492,22142,0.9975601053,0,0,18.3,7,0
2623,58,26566,14,0.7042424242,0.8332467532,16089,0.8349388209,0,0,9.3,4,0
2624,73,38049,42,0.7336125596,1,647,1,0,0,11.3,2.7,0
2625,64,7112,23,0.4020061728,1,4522,0.9964157706,413,17083,5.3,3,0
2626,9,3125,4,0.1538461538,1,600,0.5,2643,52648,2,0.7,0
2627,36,37970,34,0.7545023762,0.7522700193,38106,0.6730835494,961,18200,18.7,12,0
2628,5,20582,10,0.693668423,1,0,0,0,0,1.3,1.3,0
2629,0,1464,1,0.1666666667,0,1803,0.304957265,719,101159,23,5.7,0
2630,42,39351,33,0.7759722572,0.9911111111,1861,0.5546737213,0,0,6.7,2.3,0
2631,294,39457,125,0.74714193,0.998980632,6369,0.95875133,0,0,16.7,8,0
2632,74,14735,23,0.6845830467,0.9904761905,4272,0.9584424234,0,0,6.7,3.7,0
2633,113,25906,30,0.7657918381,1,15139,0.9686632978,25,40,10.3,4.3,0
2634,0,598,0,1,1,15297,0.151030067,174,34057,13,2.7,0
2635,92,46366,39,0.753959776,0.9207006538,3292,0.8326172574,389,28125,7.7,4,0
2636,23,10299,10,0.6888888889,1,1933,0.8290598291,67,7208,1.7,1.3,0
2637,0,2198,1,0.7777777778,0.8333333333,18133,0.2444816125,2586,4193,7.7,2.3,0
2638,166,21822,87,0.8226971559,0.963175753,2975,0.9572649573,0,0,7.7,5,0
2639,1,1693,1,0.35,0.6,30422,1,0,0,3,1.7,0
2640,35,18276,36,0.8311156608,0.9864465084,18472,0.912171976,409,663,14.3,6.3,0
2641,85,23593,18,0.7129880064,0.9552031254,5975,0.7175281955,0,0,8.7,4,0
2642,195,28879,152,0.7020523264,1,1681,0.9287439614,0,0,9.7,4.7,0
2643,31,32264,23,0.7400807961,1,4867,0.8623318887,0,0,9.3,4.3,0
2644,154,38769,33,0.8051229346,1,2792,0.7343715606,19,30,12,2.3,0
2645,13,14422,6,0.5634920635,0.6976911977,646,0.9545454545,0,0,1.7,1.3,0
2646,21,16596,11,0.6790683606,0.9506957048,7761,0.7749382716,142,8334,7.3,3.3,0
2647,16,7118,10,0.7503905627,0.9178861789,1062,0.8753439153,3701,38747,3.7,2.3,0
2648,21,24578,25,0.8396464646,0.7470538721,12653,0.7167933438,2356,3820,8,7,0
2649,16,44840,30,0.7510047927,0.8807216307,469,0.6,4,6020,7.7,4,0
2650,87,59266,58,0.7324618736,1,22942,0.9946751864,0,0,19,5,0
2651,59,20612,13,0.6742143299,0.8589597299,300,0,0,0,3.7,1.3,0
2652,1,2615,2,0.9545454545,1,879,0.9444444444,183,297,2.7,1,0
2653,295,31738,40,0.7631389312,0.9916058039,4519,0.6868298368,60,6752,6,4,0
2654,3,8530,11,0.6745584046,0.9729344729,29528,0.9924847458,0,0,6,4.7,0
2655,55,33350,19,0.8115034328,0.8306711503,2472,0.4261437908,546,10508,11.3,4.7,0
2656,52,67367,90,0.7167194393,0.9194519708,15933,0.9001336675,2641,58499,4.7,4,0
2657,13,16937,19,0.716015466,0.7736399403,13825,0.5984211406,3060,66297,10.7,7,0
2658,76,17412,11,0.8223443223,1,15361,0.9877988088,12,20,12.3,4.3,0
2659,86,23365,30,0.7736024308,0.9887656717,8500,0.9828169538,13,2633,10.7,5.3,0
2660,1,2818,3,0.9259259259,0.6405723906,1569,0.7418128655,1389,38717,2.3,3,0
2661,0,0,0,0,0,0,0,176,23330,3,1,0
2662,592,50930,204,0.7340418949,1,439,1,0,0,12.7,5.3,0
2663,16,23678,34,0.79545157,0.7976264975,928,0.8424430642,1707,756,5.7,3,0
2664,110,41232,42,0.7111338259,0.859816913,13225,0.9401584052,261,19052,10,9.7,0
2665,1,2809,2,0.708994709,0.8148148148,3696,0.4688737974,499,26944,6.3,2.7,0
2666,45,22200,15,0.7222562428,0.9880587875,889,0.9833333333,37,9619,4,2,0
2667,16,20750,22,0.7513088276,1,1472,0.7737979207,105,170,4.7,3.7,0
2668,18,7537,6,0.5694628729,0.8659393582,1514,0.5942857143,1182,34807,3.3,2.3,0
2669,4,2781,13,0.8386159721,0.9109564973,247,0.75,2944,47964,1,1,0
2670,28,15051,11,0.7869413196,0.6710499645,9578,0.5591690195,0,0,2.3,1.7,0
2671,28,13185,4,0.6121212121,0.5181818182,581,0.4642857143,0,0,3,1.7,0
2672,50,19802,37,0.7035746986,1,8519,0.9304538055,0,0,15.7,3.3,0
2673,1,2055,2,0.7272727273,0.7090909091,6708,0.5409134906,322,16667,3,2.3,0
2674,223,39391,58,0.817843571,0.9933196728,3436,0.964031339,962,1560,20.3,12,0
2675,7,11724,8,0.9365079365,0.6021825397,5369,0.792575928,0,0,3.7,2.7,0
2676,123,14890,24,0.8176174713,1,367,1,0,0,4.7,1.7,0
2677,377,51233,112,0.727869675,0.997629463,5656,0.7224886039,33,6893,21.3,7.3,0
2678,557,70623,338,0.7111562867,0.9841658022,22939,0.9085285313,5,308,21.7,9,0
2679,0,616,2,0.9,1,199,1,686,31500,0.7,0.3,0
2680,73,8383,27,0.6617831267,0.9902474264,6836,0.47633243,691,12978,6,4.7,0
2681,12,29855,16,0.7940448047,0.812422605,10264,0.656192136,12,20,7,5,0
2682,14,11954,15,0.8226442679,1,17523,1,168,17580,14,6,0
2683,0,0,0,0,0,0,0,848,33334,1,0.7,0
2684,161,101872,41,0.7509140844,0.9790051877,2636,0.7406887407,559,907,1.7,1,0
2685,313,20075,17,0.7537973603,0.8444741533,5056,0.6678469477,0,0,11,3.3,0
2686,159,15022,22,0.5638583639,0.990964591,5394,0.7321123321,113,17620,1.3,0.7,0
2687,80,24509,30,0.7188208617,1,1475,1,12,20,8,4.3,0
2688,35,31191,19,0.7626209095,0.7936883676,6592,0.7022190884,0,0,11.3,6,0
2689,0,0,0,0,0,209,1,75,30569,9.3,2.7,0
2690,5,13453,8,0.7097118831,0.8820650675,2208,0.8283166109,2287,26796,4,2.3,0
2691,181,129061,148,0.7740685324,0.8079446531,29617,0.7652769817,86,17789,15.7,9,0
2692,26,22930,7,0.7527173913,0.9855072464,642,0.4285714286,0,0,6.7,3.3,0
2693,38,31937,35,0.6919671978,0.9954648526,1736,1,14,18092,15.7,6.7,0
2694,121,31099,105,0.8769865136,0.9894332373,8569,0.7013311562,45,73,20.7,11.7,0
2695,105,25798,17,0.7697987001,0.8968048632,183,0.6666666667,0,0,7,3,0
2696,32,26845,31,0.7431839402,0.9154839714,1872,0.8470862471,0,0,14.7,8.3,0
2697,0,1763,2,0.6287878788,0.5101010101,825,0.6494708995,2576,53810,3.7,3,0
2698,51,43160,31,0.815422746,1,13642,1,62,100,9.3,1.7,0
2699,153,103664,80,0.7826573582,0.9788874595,367,1,0,0,4.3,1.7,0
2700,19,50494,41,0.7172967394,1,19189,1,1578,61184,20.3,4.7,0
2701,0,1607,1,1,0,13314,0.4753130863,136,12170,6,4.7,0
2702,35,27676,33,0.6674329502,0.9471682926,13767,0.8950329247,148,15589,10,5.3,0
2703,65,24366,26,0.8195909138,1,9731,0.9777777778,1,2514,5,2.7,0
2704,1,2000,2,0.8666666667,0.5777777778,8439,0.8384909853,380,23543,7,5.3,0
2705,16,25654,39,0.7299959766,0.992481203,0,0,0,0,3.7,1,0
2706,18,17365,13,0.8154817506,0.9858156028,5914,0.6018835449,0,0,6.7,3.7,0
2707,39,32612,30,0.7738303242,0.8349398175,27583,0.7381736171,0,0,4,1.7,0
2708,91,58448,65,0.7012358068,0.9259790575,8408,0.747836036,0,0,12,3.3,0
2709,37,38892,25,0.8121164021,0.928659612,6233,0.834948218,1238,35600,10,6.7,0
2710,49,17001,59,0.7540717736,0.9849206349,23069,0.95862456,0,0,9,5.7,0
2711,2,2382,4,0.8391414141,0.9555555556,0,0,3780,39889,2.7,2,0
2712,1,1195,2,0.4375,0.8125,392,0.9666666667,2278,36037,2.3,2.3,0
2713,13,12234,13,0.7820048309,0.9858091787,2064,0.832437276,2690,17556,6.7,3,0
2714,546,39536,122,0.7255096421,1,48575,0.9570676813,12,20,7.3,1.7,0
2715,143,32829,53,0.759989524,0.9715427038,497,0.4771929825,12,20,8.3,4.3,0
2716,16,1627,9,0.7917948718,0.9733333333,3858,0.9280282675,2455,23360,2.7,1.7,0
2717,157,62896,152,0.6978504037,0.9930707597,2525,0.965437788,0,0,11.3,5,0
2718,60,11544,31,0.803732666,0.9319361902,6536,0.8074816056,0,0,3.7,2.3,0
2719,167,29172,66,0.8432558578,0.9917572083,469,0.8518518519,0,0,10.7,2.3,0
2720,29,25644,16,0.6898525222,0.6587229764,2897,0.3512345679,16,11400,3.3,1.7,0
2721,3,2146,3,0.6875,1,650,1,256,10108,1.7,1,0
2722,215,55581,164,0.7308026173,0.988198982,1108,0.9,0,0,8,4.7,0
2723,10,27383,13,0.7246430029,0.393291368,1322,0.4666666667,0,0,4,2.3,0
2724,1,4569,5,0.7941176471,0.8590686275,1292,0.9761904762,2837,48403,1.7,1.3,0
2725,96,30242,42,0.7472137791,1,2944,1,158,8334,7.7,1.3,0
2726,5,3386,5,0.6823529412,1,24758,0.9804600106,4033,39140,5.7,2.7,0
2727,332,150549,109,0.7757227125,0.8345492729,26153,0.6634495191,1,8062,13.7,9,0
2728,0,0,0,0,0,0,0,286,21768,2.3,1.7,0
2729,85,11474,19,0.7145100536,1,2922,0.9621212121,843,16872,4.3,1.7,0
2730,69,13676,21,0.7997572362,1,308,0.8181818182,0,0,4,2.3,0
2731,103,28916,21,0.6795040708,1,142,1,0,0,7.7,3.7,0
2732,13,26858,17,0.8396208852,0.99669967,15211,1,0,0,3.3,2,0
2733,1,1880,4,0.75,1,900,1,234,25278,2,1.3,0
2734,3,3285,5,0.8020833333,1,2683,0.8028393175,4439,7199,2.3,1,0
2735,332,20583,81,0.7336065574,1,24159,0.996778091,31,50,4.7,1.7,0
2736,12,16574,14,0.8291880342,0.7678205128,6067,0.7014430014,48,17598,8.7,4.3,0
2737,167,24240,84,0.7797870136,1,6544,0.9387755102,80,130,13,7.3,0
2738,7,10422,14,0.6818000098,0.8862122763,1306,0.3878205128,167,16667,2.3,1.7,0
2739,99,65498,32,0.7695160505,0.884465583,472,0.95,19,30,2.7,1.3,0
2740,96,19039,12,0.7483237548,0.7832056194,7922,0.5027965284,5,17593,9.3,3,0
2741,0,377,1,0.619047619,0.746031746,1903,0.6458458458,2721,43039,2.3,2.3,0
2742,181,34270,45,0.7192623914,1,16092,0.9948348287,0,0,16.3,6,0
2743,126,92448,53,0.7560603431,0.9945652174,14907,0.9995920033,0,0,17.3,11.3,0
2744,43,26361,28,0.781378678,0.9379178128,2531,0.7228944008,0,0,2,1.7,0
2745,0,0,0,0,0,0,0,1465,27778,1.7,1.3,0
2746,82,14751,14,0.7699309479,0.7294413057,3847,0.5387868728,1227,1990,6.7,4.3,0
2747,741,50284,223,0.722173927,1,3958,0.9523809524,0,0,26,9,0
2748,117,9568,16,0.8823529412,1,9419,1,331,11111,2,1.7,0
2749,117,36767,43,0.7961427034,1,39711,0.9984123559,929,47377,12.3,7,0
2750,119,27550,61,0.8031805546,0.9980276134,1908,0.9841269841,288,7852,4.7,4.3,0
2751,216,20669,59,0.7614575689,0.9963753562,4894,0.3005875441,4320,36495,6.3,5,0
2752,22,47357,38,0.7822846615,0.4824067267,9578,0.4384688302,0,0,3.3,1.7,0
2753,41,25893,16,0.6316804609,0.7918772431,986,0.6715686275,2,4176,2.7,2.7,0
2754,0,930,1,0,1,300,1,657,36814,4.7,4,0
2755,0,0,0,0,0,0,0,769,21644,2,2.3,0
2756,272,53629,174,0.753513389,0.9028004405,10397,0.8635914798,0,0,9,5.3,0
2757,13,9984,7,0.7795698925,0.7458455523,6478,0.7064539519,0,0,5,4,0
2758,23,9050,4,0.7961538462,1,1438,0.9705882353,0,0,2.3,1.7,0
2759,39,32877,47,0.7610516783,0.9587590735,3911,0.5170539858,120,4859,5.7,2,0
2760,83,34303,109,0.6935497935,0.8273847472,13225,0.9171265062,12,20,8,4.7,0
2761,73,21697,14,0.7824148427,1,20461,0.9996570645,446,49921,8.3,5.3,0
2762,28,6053,11,0.8164777022,1,25358,0.9998084658,0,0,10.3,5.7,0
2763,93,44197,26,0.7491643488,0.9697010361,1714,0.6410185185,0,0,7.3,4.7,0
2764,404,29121,39,0.802510999,1,18694,0.9811081406,1470,2383,15,8.3,0
2765,59,38092,37,0.7495159076,0.4980037674,34017,0.358422831,353,32113,14,9.7,0
2766,51,9210,43,0.7623216423,0.9960784314,2332,0.8615384615,1280,19441,8.3,4.3,0
2767,140,25497,54,0.7555197896,1,6974,0.8627327299,0,0,12.3,5.7,0
2768,1856,67076,160,0.7438696915,1,3067,0.7055189693,25,40,20.3,6.3,0
2769,52,26404,14,0.6687456787,0.9312304795,4678,0.537349659,1999,3241,14.3,3.7,0
2770,122,95814,35,0.921686747,1,321,1,0,0,6,5.3,0
2771,861,45758,73,0.8393093291,1,8506,0.9547120652,31,51,13,5.3,0
2772,81,37758,22,0.7744588745,0.9331890332,4350,0.8689903846,4445,52280,4.3,3,0
2773,0,373,1,0.3333333333,1,2200,0.8783783784,716,18096,2.7,2.7,0
2774,6,6366,5,0.7857142857,0.9814814815,4586,0.5720090439,1179,34021,8,4.7,0
2775,16,8847,18,0.7851851852,1,14308,0.9977628635,0,0,7,3.7,0
2776,2325,85324,184,0.8483023285,0.9978323375,8631,0.5394061236,0,0,23,14.7,0
2777,9,16539,13,0.6524196671,0.7900890437,13547,0.8472527635,0,0,6,2.7,0
2778,20,29953,23,0.7552501875,0.7979131123,92,1,0,0,4.7,2.7,0
2779,65,11065,11,0.6652432712,0.7340838509,5078,0.5129173218,26,5873,4,3.3,0
2780,115,23403,93,0.7162799861,0.7028091612,14508,0.2921529156,0,0,5.7,2.7,0
2781,3,20423,11,0.672031122,0.3400900901,21264,0.5116664559,0,0,6,4,0
2782,175,43455,92,0.6717694814,1,8161,0.9967948718,0,0,13.3,8,0
2783,8,6092,6,0.5859113712,0.6835981048,4017,0.5460191706,2052,46455,6.3,4.3,0
2784,0,455,1,0.75,1,3483,1,4349,35309,4,4,0
2785,1,2810,1,0.8666666667,0.7,189,1,1571,22937,1.3,0.7,0
2786,16,24718,13,0.7150677182,1,4592,1,321,520,2.7,0.7,0
2787,75,29224,84,0.7679501752,0.9945225916,2950,1,0,0,8,4,0
2788,80,21801,30,0.8076746367,0.9891139241,2225,0.9791666667,337,22696,6.3,5,0
2789,873,22582,34,0.8483628556,1,1561,0.8756097561,0,0,4,2,0
2790,150,22072,53,0.7623258891,0.8906315769,4843,0.78672834,34,9141,11.7,3.7,0
2791,56,14874,34,0.743872549,0.8883578431,2528,0.7830357143,1150,8093,3.3,2,0
2792,17,8057,7,0.5893874644,0.5794159544,17397,0.3182548001,1,4501,8,4,0
2793,77,33692,33,0.8337990613,0.8129486501,27604,0.5915824513,0,0,11.3,6.7,0
2794,884,86647,540,0.7190306117,0.9928795179,25717,0.9396083579,0,0,19.7,7.3,0
2795,1,2087,3,0.9,1,2692,0.8200174825,212,16086,2.3,1.3,0
2796,11,19397,18,0.7822075435,1,3758,1,86,140,6.7,4.3,0
2797,29,53579,37,0.734064235,0.7833766721,22686,0.8733038235,0,0,11.7,5.3,0
2798,576,52644,142,0.7297050409,0.9948153034,10189,0.7706503949,0,0,16.3,11.3,0
2799,120,57024,78,0.7651527358,0.9985935302,3017,0.9330878915,37,60,6.7,3.7,0
2800,7,9165,5,0.8666666667,0.95,8406,0.7794949495,79,12314,4.7,3,0
2801,17,24535,11,0.6326941033,0.5545500251,10622,0.3493535652,0,0,3.3,2,0
2802,25,47875,29,0.7667557795,0.9452828345,2111,0.9298245614,0,0,6.7,2.3,0
2803,127,18202,20,0.6309248236,0.5855930335,15209,0.9290436215,12,20,15,4,0
2804,0,0,0,0,0,0,0,486,19445,2,1.3,0
2805,395,43234,47,0.7700474306,1,15314,0.9979087637,73,6227,15.3,9,0
2806,43,37066,18,0.6608127885,0.9934640523,2556,1,1,23,6.7,2.7,0
2807,120,45031,87,0.7577540653,0.9982905983,6439,0.838480912,12,5943,7.3,2.7,0
2808,0,96,0,0.5,1,237,0.25,1478,31887,2.3,2.3,0
2809,30,12523,19,0.4431061496,0.9837446142,496,0.9444444444,0,0,5.3,4,0
2810,75,13988,25,0.7767735277,1,8253,1,12,20,7,3.7,0
2811,33,16991,8,0.816374269,0.9824561404,311,0.9523809524,0,0,5.7,1.7,0
2812,5,3589,2,0.725,0.725,322,0.8333333333,1890,35759,2,1.7,0
2813,622,113313,142,0.7588255662,0.9818731018,37042,0.9718655288,925,1500,24.3,9,0
2814,41,44243,21,0.8284017933,0.9523809524,19836,1,1,5108,17.7,6.3,0
2815,4,1549,6,0.7936507937,0.9174603175,1269,0.3037037037,1016,29998,2.3,2.3,0
2816,0,787,1,0.9047619048,0.9285714286,675,0.8125,1134,46408,4.7,3.7,0
2817,1,1793,2,0.35,0.65,138,1,847,38671,1,0.7,0
2818,20,2358,2,1,1,10092,0.9792931013,19,7069,3.7,1,0
2819,41,52570,35,0.8921251051,0.9127180538,17967,0.9398139361,1300,41838,9,5.7,0
2820,3,2099,1,0.25,1,425,1,2476,51773,2.3,2,0
2821,0,149,0,1,1,917,0.4,404,19967,5.7,1.7,0
2822,24,39065,27,0.860898138,0.9959839357,7884,0.9938271605,529,28731,5,2.7,0
2823,260,29566,53,0.731701075,1,1725,1,1724,88161,19.3,12.7,0
2824,41,43764,42,0.7548074752,0.5939757655,14097,0.2994663771,0,0,17,11.7,0
2825,233,63941,104,0.775676011,0.9970557961,28219,0.9593234879,0,0,9.3,7,0
2826,299,41652,38,0.7567679251,0.964278607,13192,0.9517397504,582,23534,14.3,9,0
2827,87,53947,73,0.8186862931,0.9899438047,3058,0.5797952048,0,0,10.7,6.3,0
2828,48,30480,65,0.7325081731,0.9955555556,11339,0.8319808182,0,0,9.3,4.7,0
2829,68,21757,22,0.6797360579,0.8810983397,17025,0.3875285139,3045,4938,10,5.3,0
2830,0,0,0,0,0,0,0,1514,52231,3.7,2.3,0
2831,26,12546,16,0.7454304954,0.8957431457,2022,1,28,12527,14.7,3.3,0
2832,72,36022,74,0.7747513095,0.9956816391,11031,0.9756554307,1805,2927,4.7,2,0
2833,22,42297,24,0.6719706067,0.938120997,0,0,0,0,2.7,1.3,0
2834,126,56424,48,0.7246080436,0.9982363316,6050,0.9966666667,177,18787,9.3,6.3,0
2835,93,14877,34,0.7300951492,0.98673226,3869,0.7304683306,0,0,5,3,0
2836,19,14870,16,0.7145409429,1,0,0,0,0,3,2.7,0
2837,84,23658,23,0.7933110368,1,1614,1,0,0,7.7,4.7,0
2838,24,11160,5,0.6106227106,0.6468864469,1308,0.6176470588,374,23013,4.3,2.7,0
2839,12,230,15,0.8324551639,0.9931972789,250,0.9597150577,3051,41498,2.7,2,0
2840,106,47951,44,0.8381535145,0.9718178425,6169,0.6853789781,0,0,5.3,4.7,0
2841,35,14691,19,0.7074275362,0.9652173913,5275,0.7698872786,0,0,5,3.7,0
2842,121,102354,65,0.846456353,1,3069,1,0,0,12,7,0
2843,36,22253,17,0.7205974843,0.9916666667,153,0.5555555556,0,0,4.3,2.3,0
2844,32,7311,5,0.5748207885,1,1086,0.8301094617,17,8668,3,2,0
2845,94,51327,35,0.7937081697,0.9726061446,7383,0.9641511439,0,0,7.7,4.3,0
2846,47,62683,32,0.675327171,0.9503930574,18597,0.6577351624,0,0,13,2,0
2847,235,64265,53,0.797513179,0.9881662368,2278,0.803030303,719,28640,5,4.7,0
2848,151,39627,55,0.7939599564,0.9861111111,5833,0.9858974359,0,0,3.7,2.7,0
2849,373,48316,69,0.7671640636,0.9750628003,278,0.059325715,0,0,18.7,11,0
2850,11,7246,6,0.7659259259,0.7777777778,11322,0.8217247098,122,3423,9.7,5.7,0
2851,274,24351,56,0.796422872,1,11197,1,180,30300,19,7.3,0
2852,34,39322,44,0.7046397604,0.8775961962,2767,0.6970470993,0,0,4.7,2,0
2853,139,16654,15,0.8121842164,1,186,0.2055555556,0,0,3.3,2,0
2854,207,11903,21,0.6989854525,0.8347932739,4111,0.6807057057,0,0,3,1.7,0
2855,14,17917,9,0.5999034749,0.4395109395,4439,0.1416608917,0,0,4,2.3,0
2856,69,72190,69,0.6877601411,0.7473429423,342,0.6666666667,0,0,19,6,0
2857,129,62282,79,0.7424894855,0.9972213664,2658,0.9914529915,19,30,15.3,5.7,0
2858,2,17864,18,0.7451684263,0.9748717949,24103,0.9498452811,12,20,7.3,1,0
2859,0,724,1,0.5,1,2825,1,405,27705,4.7,2,0
2860,8,3513,5,0.7333333333,0.962962963,2381,0.7559793148,15787,25601,3,2.3,0
2861,91,66808,38,0.7496127185,0.8806233675,8581,0.5591191754,4,15138,5.7,3.7,0
2862,19,4875,3,0.7053317053,0.7944647945,828,0.7740740741,1667,31429,1.3,1.3,0
2863,68,68951,33,0.7492557775,1,0,0,0,0,11.3,5.3,0
2864,2,1433,1,1,0.5,650,0.8148148148,3353,94555,3.3,2.7,0
2865,1376,21977,128,0.7421096364,1,1350,1,439,5569,4.3,2,0
2866,41,9036,12,0.6329059829,0.9723646724,7203,0.7036598457,3627,39474,6.3,5,0
2867,0,39,0,1,1,231,1,256,32779,9,2.7,0
2868,99,36286,42,0.7264543084,1,397,1,0,0,8,3.3,0
2869,10,21951,14,0.7184615385,0.2558241758,0,0,85,16219,6,4,0
2870,377,6509,56,0.7301516143,1,82,0.9990892532,962,33333,1.7,1.3,0
2871,271,35738,100,0.7679141282,0.9918946362,558,0.9285714286,0,0,12.7,9,0
2872,143,19179,22,0.6413528473,1,5631,0.9801587302,56,90,12.7,6.3,0
2873,2,0,1,1,1,0,1,3390,26667,1,1,0
2874,25,17125,17,0.8092833093,0.9552188552,5400,0.8701623992,210,9753,8,3,0
2875,306,18885,32,0.4941198006,0.9782493008,4358,0.7807767281,0,0,5,1.7,0
2876,54,12283,28,0.9405078217,1,6869,0.9957081545,0,0,7,3.7,0
2877,3,2363,4,0.8461538462,1,457,0.9473684211,1006,24449,1.3,1.3,0
2878,73,13693,9,0.7156084656,0.9444444444,1997,0.8305958132,1409,14444,2.3,1.3,0
2879,1,1917,1,0.5277777778,0.7083333333,8156,0.4750218753,9,9330,5,2.3,0
2880,365,27381,65,0.8459960431,0.9855799433,6297,0.970531401,0,0,12.3,5,0
2881,308,45733,56,0.7563262341,0.9655767033,10008,0.646315081,0,0,8.7,3,0
2882,42,17010,19,0.7659767611,1,6464,0.9770923521,0,0,4,2.3,0
2883,28,7673,7,0.7590464027,0.9885057471,246,1,1366,26091,4.3,3,0
2884,168,78684,130,0.7282931273,0.987810775,3953,0.9458937198,0,0,12,7,0
2885,137,33551,21,0.636046912,0.9785691944,3914,0.9841354724,954,1547,3,2.3,0
2886,236,84430,30,0.7655699957,0.9412786883,517,0.8333333333,241,390,4.3,2.7,0
2887,40,25145,13,0.7127055973,0.6179395639,400,0.5,0,0,4.3,2,0
2888,17,9215,6,0.8353576248,1,1047,1,3835,6219,4,3.7,0
2889,84,20683,29,0.6383255698,0.9677524856,11597,0.990990991,400,29186,16.3,8,0
2890,228,46168,50,0.7459247725,0.9820512821,2156,0.9068360557,0,0,8.7,3.7,0
2891,130,21053,35,0.7254865146,0.9650851459,14175,0.9986482381,41,67,7.3,4.7,0
2892,96,20629,76,0.6769826403,0.9794071299,3672,0.6667236121,4068,6596,7.7,4.7,0
2893,0,1095,1,0.5833333333,1,1839,1,191,21345,3.3,1.7,0
2894,46,25844,45,0.7140801129,0.9408513235,367,0.0769230769,822,1333,4,1.7,0
2895,190,55099,247,0.7729096255,0.9677679043,13842,0.4948971193,0,0,1.3,1,0
2896,240,23719,55,0.8205786623,0.9816711389,7725,0.6930434482,0,0,15.7,8,0
2897,260,42804,57,0.7141938114,0.9912276777,3003,0.5342130987,0,0,7,3.3,0
2898,176,29147,18,0.6503814946,1,5692,0.5217391304,3474,89719,12,10.7,0
2899,47,25887,44,0.8712691571,1,6347,0.7790530846,0,0,9.7,3,0
2900,271,50714,108,0.747808098,0.9863879474,781,0.8968253968,19,30,10.3,5.7,0
2901,1,7386,7,0.6871212121,0.6354545455,594,0.2777777778,2203,64842,2.3,2.3,0
2902,20,29798,34,0.6969877409,1,7194,0.9967948718,0,0,9.3,5,0
2903,517,22626,64,0.6897914112,0.9882217968,4785,0.9512768053,270,8188,8,5,0
2904,150,26714,53,0.7240447058,0.9801635384,7206,0.7878735198,0,0,9.3,5.3,0
2905,5,787,2,0.5705128205,1,22706,0.6005934627,25,40,8,3.7,0
2906,64,60802,68,0.6798840483,0.9434578657,7442,0.7754534061,1869,3030,16.3,7,0
2907,45,43637,58,0.7150400273,1,1047,1,0,0,7.3,5.7,0
2908,429,83790,210,0.8666218118,0.9947330928,4400,0.6924378969,17,0,2,1.3,0
2909,21,20513,28,0.7790181622,0.9866666667,15194,0.998783455,19,30,6.7,1.7,0
2910,11,7468,11,0.7248773163,0.8554987915,17080,0.9745719732,1119,67883,9.3,6,0
2911,155,78217,61,0.7188007055,0.9392077059,11086,0.9690894298,2,6975,5.3,3.3,0
2912,661,90597,320,0.7339040445,0.9947275831,13344,0.8693344769,97,18527,23.7,17,0
2913,113,15382,27,0.7022673332,0.9918699187,3456,1,0,0,6,2.3,0
2914,38,16983,22,0.7840787415,0.897382835,858,0.6111111111,0,0,4,3,0
2915,90,18233,54,0.8689821362,1,1367,0.9583333333,524,16667,4,4.3,0
2916,6,15778,11,0.6280285228,0.3665154093,10674,0.8107083015,11861,72952,4.7,2.7,0
2917,30,23734,24,0.7555639339,0.910112689,6200,0.8407172996,7411,122152,11.3,4.3,0
2918,446,42426,33,0.7110236491,0.9893227693,25633,0.9958436653,0,0,21.3,6,0
2919,135,6669,15,0.7896453901,1,15708,0.9845421333,1,5388,10,1.7,0
2920,22,25630,14,0.7050837822,0.9057145177,7092,0.7129779617,0,0,8,2,0
2921,127,7148,13,0.6897345549,1,12688,0.9807211712,320,30908,16,4,0
2922,42,24001,22,0.6905676483,0.9530516432,2889,0.8689256633,67,109,6.3,4,0
2923,11,15469,14,0.8277777778,0.5315656566,1481,0.6397306397,181,12511,3.3,2,0
2924,158,23583,19,0.7065423977,0.9861111111,9386,0.7440434593,833,1350,5.3,3.3,0
2925,11,8279,4,0.6174242424,0.7058080808,1889,0.6911306043,21,7647,2.7,2,0
2926,3,7723,6,0.8647586981,0.8771043771,1283,0.8417366947,1407,47669,4,3.7,0
2927,96,20084,37,0.6434956851,0.9624275033,742,0.7941176471,19,30,8,2.7,0
2928,69,12966,8,0.4095607235,0.8888888889,12122,0.8665352424,23,5002,7.7,3.3,0
2929,117,77046,76,0.7848330064,0.9620632196,7008,0.5792540204,0,0,10.3,6.3,0
2930,167,95875,84,0.7617485913,0.9844810493,6717,0.9396466785,977,25786,11.3,5,0
2931,115,49359,76,0.7948322722,0.997086486,3022,0.4118362943,49,80,7,4,0
2932,14,8286,11,0.7612179487,1,3141,0.9788359788,454,23545,4.7,3.3,0
2933,83,30698,45,0.7499979593,1,3273,0.7885001071,5036,8167,6,3.3,0
2934,1,1571,2,0.5666666667,0.7518518519,4731,0.6896317221,1780,17880,2.3,1.7,0
2935,48,22069,15,0.7438271605,0.8271604938,5378,0.658645554,97,8334,6.7,4.7,0
2936,19,36340,28,0.7573910566,1,436,1,0,0,5.7,3.3,0
